ts,node_id,gpu_index,gpu_util,power_w,mem_used_mb,mem_total_mb
2025-11-16 03:32:09,node-e,0,0.0,16.7,317,24564
2025-11-16 03:32:11,node-f,0,0.0,15.5,317,24564
2025-11-16 03:32:11,node-g,0,0.0,16.3,317,24564
2025-11-16 03:32:12,node-h,0,0.0,17.1,317,24564
2025-11-16 03:32:14,node-e,0,0.0,16.7,317,24564
2025-11-16 03:32:16,node-f,0,0.0,15.6,317,24564
2025-11-16 03:32:16,node-g,0,0.0,16.3,317,24564
2025-11-16 03:32:17,node-h,0,0.0,17.1,317,24564
2025-11-16 03:32:19,node-e,0,0.0,16.7,317,24564
2025-11-16 03:32:21,node-f,0,0.0,15.5,317,24564
2025-11-16 03:32:21,node-g,0,0.0,16.3,317,24564
2025-11-16 03:32:22,node-h,0,0.0,17.1,317,24564
2025-11-16 03:32:25,node-e,0,0.0,16.7,317,24564
2025-11-16 03:32:26,node-f,0,0.0,15.5,317,24564
2025-11-16 03:32:26,node-g,0,0.0,16.3,317,24564
2025-11-16 03:32:27,node-h,0,0.0,16.9,317,24564
2025-11-16 03:32:30,node-e,0,0.0,16.8,317,24564
2025-11-16 03:32:31,node-f,0,0.0,15.6,317,24564
2025-11-16 03:32:31,node-g,0,0.0,16.3,317,24564
2025-11-16 03:32:32,node-h,0,0.0,17.1,317,24564
2025-11-16 03:32:35,node-e,0,0.0,16.8,317,24564
2025-11-16 03:32:36,node-f,0,0.0,15.5,317,24564
2025-11-16 03:32:36,node-g,0,0.0,16.4,317,24564
2025-11-16 03:32:37,node-h,0,0.0,17.1,317,24564
2025-11-16 03:32:40,node-e,0,0.0,16.7,317,24564
2025-11-16 03:32:41,node-f,0,0.0,15.6,317,24564
2025-11-16 03:32:41,node-g,0,0.0,16.2,317,24564
2025-11-16 03:32:42,node-h,0,0.0,17.3,317,24564
2025-11-16 03:32:45,node-e,0,0.0,16.7,317,24564
2025-11-16 03:32:46,node-f,0,0.0,15.6,317,24564
2025-11-16 03:32:46,node-g,0,0.0,16.3,317,24564
2025-11-16 03:32:47,node-h,0,0.0,17.2,317,24564
2025-11-16 03:32:50,node-e,0,0.0,16.7,317,24564
2025-11-16 03:32:51,node-f,0,0.0,15.5,317,24564
2025-11-16 03:32:51,node-g,0,0.0,16.4,317,24564
2025-11-16 03:32:52,node-h,0,0.0,17.2,317,24564
2025-11-16 03:32:55,node-e,0,0.0,16.7,317,24564
2025-11-16 03:32:56,node-f,0,0.0,15.6,317,24564
2025-11-16 03:32:56,node-g,0,0.0,16.4,317,24564
2025-11-16 03:32:57,node-h,0,0.0,17.3,317,24564
2025-11-16 03:33:00,node-e,0,0.0,16.7,317,24564
2025-11-16 03:33:01,node-f,0,0.0,15.5,317,24564
2025-11-16 03:33:01,node-g,0,0.0,16.3,317,24564
2025-11-16 03:33:02,node-h,0,0.0,17.2,317,24564
2025-11-16 03:33:05,node-e,0,0.0,16.6,317,24564
2025-11-16 03:33:06,node-f,0,0.0,15.6,317,24564
2025-11-16 03:33:06,node-g,0,0.0,16.2,317,24564
2025-11-16 03:33:07,node-h,0,0.0,17.2,317,24564
2025-11-16 03:33:10,node-e,0,0.0,16.7,317,24564
2025-11-16 03:33:11,node-f,0,0.0,15.5,317,24564
2025-11-16 03:33:11,node-g,0,0.0,16.3,317,24564
2025-11-16 03:33:12,node-h,0,0.0,17.4,317,24564
2025-11-16 03:33:15,node-e,0,0.0,16.6,317,24564
2025-11-16 03:33:16,node-f,0,0.0,15.5,317,24564
2025-11-16 03:33:16,node-g,0,0.0,16.3,317,24564
2025-11-16 03:33:17,node-h,0,0.0,17.2,317,24564
2025-11-16 03:33:20,node-e,0,0.0,16.6,317,24564
2025-11-16 03:33:21,node-f,0,0.0,15.5,317,24564
2025-11-16 03:33:21,node-g,0,0.0,16.2,317,24564
2025-11-16 03:33:22,node-h,0,0.0,17.2,317,24564
2025-11-16 03:33:25,node-e,0,0.0,16.6,317,24564
2025-11-16 03:33:26,node-f,0,0.0,15.4,317,24564
2025-11-16 03:33:26,node-g,0,0.0,16.3,317,24564
2025-11-16 03:33:27,node-h,0,0.0,17.1,317,24564
2025-11-16 03:33:30,node-e,0,0.0,16.7,317,24564
2025-11-16 03:33:31,node-f,0,0.0,15.5,317,24564
2025-11-16 03:33:31,node-g,0,0.0,16.3,317,24564
2025-11-16 03:33:32,node-h,0,0.0,17.2,317,24564
2025-11-16 03:33:35,node-e,0,0.0,16.5,317,24564
2025-11-16 03:33:36,node-f,0,0.0,15.4,317,24564
2025-11-16 03:33:36,node-g,0,0.0,16.3,317,24564
2025-11-16 03:33:37,node-h,0,0.0,17.1,317,24564
2025-11-16 03:33:40,node-e,0,0.0,16.7,317,24564
2025-11-16 03:33:41,node-f,0,0.0,15.4,317,24564
2025-11-16 03:33:41,node-g,0,0.0,16.4,317,24564
2025-11-16 03:33:42,node-h,0,0.0,17.2,317,24564
2025-11-16 03:33:45,node-e,0,0.0,16.8,317,24564
2025-11-16 03:33:46,node-f,0,0.0,15.5,317,24564
2025-11-16 03:33:46,node-g,0,0.0,16.4,317,24564
2025-11-16 03:33:47,node-h,0,0.0,17.2,317,24564
2025-11-16 03:33:50,node-e,0,0.0,16.6,317,24564
2025-11-16 03:33:51,node-f,0,0.0,15.3,317,24564
2025-11-16 03:33:51,node-g,0,0.0,16.3,317,24564
2025-11-16 03:33:52,node-h,0,0.0,17.2,317,24564
2025-11-16 03:33:55,node-e,0,0.0,16.7,317,24564
2025-11-16 03:33:56,node-f,0,0.0,15.3,317,24564
2025-11-16 03:33:56,node-g,0,0.0,16.3,317,24564
2025-11-16 03:33:57,node-h,0,0.0,17.3,317,24564
2025-11-16 03:34:00,node-e,0,0.0,16.7,317,24564
2025-11-16 03:34:01,node-f,0,0.0,15.4,317,24564
2025-11-16 03:34:01,node-g,0,0.0,16.5,317,24564
2025-11-16 03:34:03,node-h,0,0.0,17.4,317,24564
2025-11-16 03:34:05,node-e,0,0.0,16.7,317,24564
2025-11-16 03:34:06,node-f,0,0.0,15.2,317,24564
2025-11-16 03:34:06,node-g,0,0.0,16.2,317,24564
2025-11-16 03:34:08,node-h,0,0.0,17.3,317,24564
2025-11-16 03:34:10,node-e,0,0.0,16.6,317,24564
2025-11-16 03:34:11,node-f,0,0.0,15.5,317,24564
2025-11-16 03:34:11,node-g,0,0.0,16.5,317,24564
2025-11-16 03:34:13,node-h,0,0.0,17.3,317,24564
2025-11-16 03:34:15,node-e,0,0.0,16.5,317,24564
2025-11-16 03:34:16,node-f,0,0.0,15.4,317,24564
2025-11-16 03:34:16,node-g,0,0.0,16.5,317,24564
2025-11-16 03:34:18,node-h,0,0.0,17.2,317,24564
2025-11-16 03:34:20,node-e,0,0.0,16.6,317,24564
2025-11-16 03:34:21,node-f,0,0.0,15.5,317,24564
