ts,event,job_id,cluster,world_size,note,metadata_json
2025-11-16 03:37:39,submitted,job-98202802b4c6,-,2,,"{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""Maximize GPU utilization for this run — I’m fine if it uses more energy temporarily.""}"
2025-11-16 03:37:39,started,job-98202802b4c6,clusterA,2,"started_on=clusterA, g=2, nodes=['node_a', 'node_b'], queued_sec=0.5936651229858398","{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""nodes"": [""node_a"", ""node_b""], ""queued_sec"": 0.5936651229858398, ""started_ts"": 1763231859.9317868}"
2025-11-16 03:40:56,submitted,job-316b11d29a0f,-,2,,"{""model"": ""ResNet-50"", ""dataset"": ""CIFAR-10"", ""epochs"": 20, ""batch_size_per_gpu"": 128, ""user_request"": ""Please minimize queue waiting time. Start as soon as a slot is available.""}"
2025-11-16 03:40:57,started,job-316b11d29a0f,clusterB,2,"started_on=clusterB, g=2, nodes=['node_e', 'node_f'], queued_sec=1.0007069110870361","{""model"": ""ResNet-50"", ""dataset"": ""CIFAR-10"", ""nodes"": [""node_e"", ""node_f""], ""queued_sec"": 1.0007069110870361, ""started_ts"": 1763232057.2021358}"
2025-11-16 03:45:57,submitted,job-938ebc6aaec8,-,2,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""This job is for testing only — minimal cost and stable runtime are more important than raw speed.""}"
2025-11-16 03:45:58,started,job-938ebc6aaec8,clusterA,2,"started_on=clusterA, g=2, nodes=['node_c', 'node_d'], queued_sec=0.968801736831665","{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""nodes"": [""node_c"", ""node_d""], ""queued_sec"": 0.968801736831665, ""started_ts"": 1763232358.5583773}"
2025-11-16 03:49:46,submitted,job-5d330f53eae3,-,1,,"{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Please keep the cost reasonable while still maintaining decent speed.""}"
2025-11-16 03:49:46,submitted,job-16ef103017c5,-,2,,"{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""Maximize GPU utilization for this run — I’m fine if it uses more energy temporarily.""}"
2025-11-16 03:49:46,started,job-5d330f53eae3,clusterB,1,"started_on=clusterB, g=1, nodes=['node_g'], queued_sec=0.5464527606964111","{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""nodes"": [""node_g""], ""queued_sec"": 0.5464527606964111, ""started_ts"": 1763232586.8150818}"
2025-11-16 03:55:29,submitted,job-94a18449106f,-,4,,"{""model"": ""ResNet-50"", ""dataset"": ""CIFAR-10"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Focus on efficiency. Use GPUs effectively but avoid unnecessary power consumption.""}"
2025-11-16 03:59:06,submitted,job-5b8961f0d74d,-,2,,"{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""I need this training to finish as fast as possible. Prioritize performance and speed over everything else.""}"
2025-11-16 04:00:32,submitted,job-74b0a5fd98ce,-,1,,"{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""This job is for testing only — minimal cost and stable runtime are more important than raw speed.""}"
2025-11-16 04:02:05,submitted,job-b5ede0372f9a,-,1,,"{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""epochs"": 20, ""batch_size_per_gpu"": 128, ""user_request"": ""Focus on efficiency. Use GPUs effectively but avoid unnecessary power consumption.""}"
2025-11-16 04:03:45,finished,job-316b11d29a0f,clusterB,2,exit=0,"{""end_ts"": 1763233425.8620825, ""jct_sec"": 1368.659946680069, ""queued_sec"": 1.0007069110870361}"
2025-11-16 04:03:46,started,job-16ef103017c5,clusterB,2,"started_on=clusterB, g=2, nodes=['node_e', 'node_f'], queued_sec=840.0067019462585","{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""nodes"": [""node_e"", ""node_f""], ""queued_sec"": 840.0067019462585, ""started_ts"": 1763233426.7854903}"
2025-11-16 04:11:25,finished,job-5d330f53eae3,clusterB,1,exit=0,"{""end_ts"": 1763233885.027304, ""jct_sec"": 1298.2122220993042, ""queued_sec"": 0.5464527606964111}"
2025-11-16 04:11:35,submitted,job-614e3b650edd,-,2,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 16, ""user_request"": ""Balance between speed and cost. I don’t need the fastest result, just good efficiency overall.""}"
2025-11-16 04:13:08,submitted,job-f294906848fd,-,1,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 16, ""user_request"": ""Please minimize queue waiting time. Start as soon as a slot is available.""}"
2025-11-16 04:14:02,submitted,job-d8d3877756cc,-,1,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 16, ""user_request"": ""Balance between speed and cost. I don’t need the fastest result, just good efficiency overall.""}"
2025-11-16 04:24:47,submitted,job-51deb50f3a91,-,2,,"{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""epochs"": 20, ""batch_size_per_gpu"": 256, ""user_request"": ""Maximize GPU utilization for this run — I’m fine if it uses more energy temporarily.""}"
2025-11-16 04:31:21,submitted,job-3cefdaf69d8e,-,4,,"{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Please minimize queue waiting time. Start as soon as a slot is available.""}"
2025-11-16 04:34:18,submitted,job-4a4f6e9966d1,-,2,,"{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Prefer reliability and consistency. I’d rather not have the job preempted or rescheduled.""}"
2025-11-16 04:35:01,submitted,job-1dfe3da38118,-,1,,"{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""epochs"": 20, ""batch_size_per_gpu"": 128, ""user_request"": ""Maximize GPU utilization for this run — I’m fine if it uses more energy temporarily.""}"
2025-11-16 04:35:43,finished,job-98202802b4c6,clusterA,2,exit=0,"{""end_ts"": 1763235343.2084608, ""jct_sec"": 3483.2766740322113, ""queued_sec"": 0.5936651229858398}"
2025-11-16 04:47:18,submitted,job-01f4dfe1d054,-,4,,"{""model"": ""DeepSpeech2"", ""dataset"": ""ARCTIC"", ""epochs"": 20, ""batch_size_per_gpu"": 8, ""user_request"": ""Prefer reliability and consistency. I’d rather not have the job preempted or rescheduled.""}"
2025-11-16 04:48:21,finished,job-938ebc6aaec8,clusterA,2,exit=0,"{""end_ts"": 1763236101.3065197, ""jct_sec"": 3742.74814248085, ""queued_sec"": 0.968801736831665}"
2025-11-16 04:48:21,started,job-94a18449106f,clusterA,4,"started_on=clusterA, g=4, nodes=['node_a', 'node_b', 'node_c', 'node_d'], queued_sec=3171.9326112270355","{""model"": ""ResNet-50"", ""dataset"": ""CIFAR-10"", ""nodes"": [""node_a"", ""node_b"", ""node_c"", ""node_d""], ""queued_sec"": 3171.9326112270355, ""started_ts"": 1763236101.8511055}"
2025-11-16 04:48:21,started,job-5b8961f0d74d,clusterB,2,"started_on=clusterB, g=2, nodes=['node_g', 'node_h'], queued_sec=2955.1234357357025","{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""nodes"": [""node_g"", ""node_h""], ""queued_sec"": 2955.1234357357025, ""started_ts"": 1763236101.9112148}"
2025-11-16 04:48:22,finished,job-5b8961f0d74d,clusterB,2,exit=2,"{""end_ts"": 1763236102.2319665, ""jct_sec"": 0.3207516670227051, ""queued_sec"": 2955.1234357357025}"
2025-11-16 04:48:22,started,job-74b0a5fd98ce,clusterB,1,"started_on=clusterB, g=1, nodes=['node_g'], queued_sec=2870.2897255420685","{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""nodes"": [""node_g""], ""queued_sec"": 2870.2897255420685, ""started_ts"": 1763236102.9351377}"
2025-11-16 04:48:22,started,job-b5ede0372f9a,clusterB,1,"started_on=clusterB, g=1, nodes=['node_h'], queued_sec=2777.4938349723816","{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""nodes"": [""node_h""], ""queued_sec"": 2777.4938349723816, ""started_ts"": 1763236102.9594212}"
2025-11-16 04:48:27,finished,job-74b0a5fd98ce,clusterB,1,exit=2,"{""end_ts"": 1763236107.2517285, ""jct_sec"": 4.316590785980225, ""queued_sec"": 2870.2897255420685}"
