ts,event,job_id,cluster,world_size,note,metadata_json
2025-11-15 17:35:16,submitted,job-2600ae54821d,-,2,,"{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""Maximize GPU utilization for this run — I’m fine if it uses more energy temporarily.""}"
2025-11-15 17:35:16,started,job-2600ae54821d,clusterA,2,"started_on=clusterA, g=2, nodes=['node_a', 'node_b'], queued_sec=0.13455939292907715","{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""nodes"": [""node_a"", ""node_b""], ""queued_sec"": 0.13455939292907715, ""started_ts"": 1763195716.2002242}"
2025-11-15 17:39:38,submitted,job-4db89ad4a87c,-,2,,"{""model"": ""ResNet-50"", ""dataset"": ""CIFAR-10"", ""epochs"": 20, ""batch_size_per_gpu"": 128, ""user_request"": ""Please minimize queue waiting time. Start as soon as a slot is available.""}"
2025-11-15 17:39:39,started,job-4db89ad4a87c,clusterB,2,"started_on=clusterB, g=2, nodes=['node_e', 'node_f'], queued_sec=0.9778287410736084","{""model"": ""ResNet-50"", ""dataset"": ""CIFAR-10"", ""nodes"": [""node_e"", ""node_f""], ""queued_sec"": 0.9778287410736084, ""started_ts"": 1763195979.5250978}"
2025-11-15 17:43:11,finished,job-4db89ad4a87c,clusterB,2,exit=1,"{""end_ts"": 1763196191.462062, ""jct_sec"": 211.93696403503418, ""queued_sec"": 0.9778287410736084}"
2025-11-15 17:46:20,submitted,job-246d7bf5c682,-,2,,"{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""This job is for testing only — minimal cost and stable runtime are more important than raw speed.""}"
2025-11-15 17:46:20,started,job-246d7bf5c682,clusterB,2,"started_on=clusterB, g=2, nodes=['node_e', 'node_f'], queued_sec=0.6036853790283203","{""model"": ""DistilBERT"", ""dataset"": ""SST-2"", ""nodes"": [""node_e"", ""node_f""], ""queued_sec"": 0.6036853790283203, ""started_ts"": 1763196380.998694}"
2025-11-15 17:51:25,submitted,job-7b5e3198d94d,-,1,,"{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Please keep the cost reasonable while still maintaining decent speed.""}"
2025-11-15 17:51:25,started,job-7b5e3198d94d,clusterA,1,"started_on=clusterA, g=1, nodes=['node_c'], queued_sec=0.056484222412109375","{""model"": ""ResNet-18"", ""dataset"": ""CIFAR-100"", ""nodes"": [""node_c""], ""queued_sec"": 0.056484222412109375, ""started_ts"": 1763196685.3541238}"
2025-11-15 17:51:25,submitted,job-940cc1f75109,-,2,,"{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""Maximize GPU utilization for this run — I’m fine if it uses more energy temporarily.""}"
2025-11-15 17:51:26,started,job-940cc1f75109,clusterB,2,"started_on=clusterB, g=2, nodes=['node_g', 'node_h'], queued_sec=0.42775988578796387","{""model"": ""DenseNet-121"", ""dataset"": ""TinyImageNet"", ""nodes"": [""node_g"", ""node_h""], ""queued_sec"": 0.42775988578796387, ""started_ts"": 1763196686.402641}"
2025-11-15 17:59:03,submitted,job-e9f2a4290a76,-,4,,"{""model"": ""ResNet-50"", ""dataset"": ""CIFAR-10"", ""epochs"": 20, ""batch_size_per_gpu"": 32, ""user_request"": ""Focus on efficiency. Use GPUs effectively but avoid unnecessary power consumption.""}"
2025-11-15 18:03:52,submitted,job-21993506e6d2,-,2,,"{""model"": ""EfficientNetV2-S"", ""dataset"": ""MNIST"", ""epochs"": 20, ""batch_size_per_gpu"": 64, ""user_request"": ""I need this training to finish as fast as possible. Prioritize performance and speed over everything else.""}"
